# --------------------------------------------------
# nrow : 111
# ncol : 12
# comment : AMS of AWRA cookies
# time_generated : 2026-07-03 10:51:06
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/scripts/awra/AWR041_ams_cookies.py
# work_dir : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts
# python_environment posix
# python_version : 3.12.9 | packaged by Anaconda, Inc. | (main, Feb  6 2025, 18:56:27) [GCC 11.2.0]
# pandas_version : 3.0.3
# numpy_version : 2.5.0
# python_inc : /home/ler015/miniconda3/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/.venv/lib/python3.12/site-packages
# --------------------------------------------------
WATER_YEAR_START,203002_PRECIPITATION_TIMEPEAK,203002_PRECIPITATION_PEAK,203002_PRECIPITATION_NVALID,203002_PRECIPITATION_DAYOFYEAR,203002_QTOT_TIMEPEAK,203002_QTOT_PEAK,203002_QTOT_NVALID,203002_QTOT_DAYOFYEAR,203002_SMPFULL_TIMEPEAK,203002_SMPFULL_PEAK,203002_SMPFULL_NVALID,203002_SMPFULL_DAYOFYEAR
1923-10-01,1924-06-13 09:00:00,161.53510,365,256,1924-06-13 09:00:00,46.19179,365,256,1924-06-13 09:00:00,0.82584,365,256
1924-10-01,1925-03-12 09:00:00,90.14020,364,162,1925-03-12 09:00:00,59.33958,364,162,1925-03-12 09:00:00,0.81371,364,162
1925-10-01,1926-03-16 09:00:00,97.13412,364,166,1926-04-03 09:00:00,23.97214,364,184,1926-06-24 09:00:00,0.80065,364,266
1926-10-01,1927-01-24 09:00:00,122.34045,364,115,1927-01-24 09:00:00,53.43018,364,115,1927-01-24 09:00:00,0.82476,364,115
1927-10-01,1927-11-29 09:00:00,138.96161,365,59,1927-12-01 09:00:00,45.61098,365,61,1927-11-29 09:00:00,0.82278,365,59
1928-10-01,1929-03-01 09:00:00,213.91827,364,151,1929-03-02 09:00:00,57.49089,364,152,1929-03-01 09:00:00,0.83404,364,151
1929-10-01,1930-04-15 09:00:00,113.08073,364,196,1930-06-02 09:00:00,29.49738,364,244,1930-04-15 09:00:00,0.81830,364,196
1930-10-01,1931-02-06 09:00:00,310.84167,364,128,1931-02-06 09:00:00,106.38222,364,128,1931-02-06 09:00:00,0.83858,364,128
1931-10-01,1931-12-01 09:00:00,68.27641,365,61,1931-12-09 09:00:00,23.89988,365,69,1931-12-09 09:00:00,0.79234,365,69
1932-10-01,1933-04-05 09:00:00,149.76631,364,186,1933-04-05 09:00:00,57.05614,364,186,1933-04-05 09:00:00,0.83159,364,186
1933-10-01,1934-05-09 09:00:00,162.30559,364,220,1934-05-09 09:00:00,60.72102,364,220,1934-05-09 09:00:00,0.83073,364,220
1934-10-01,1935-01-15 09:00:00,64.40668,364,106,1935-01-15 09:00:00,14.71652,364,106,1935-01-15 09:00:00,0.76967,364,106
1935-10-01,1936-03-03 09:00:00,69.54303,365,154,1936-05-23 09:00:00,14.10957,365,235,1936-05-23 09:00:00,0.76308,365,235
1936-10-01,1937-02-11 09:00:00,124.40493,364,133,1937-03-17 09:00:00,36.59378,364,167,1937-03-10 09:00:00,0.81665,364,160
1937-10-01,1938-01-20 09:00:00,131.74541,364,111,1938-05-27 09:00:00,57.37040,364,238,1938-01-20 09:00:00,0.82724,364,111
1938-10-01,1939-03-06 09:00:00,175.29208,364,156,1939-03-06 09:00:00,65.19281,364,156,1939-03-06 09:00:00,0.83323,364,156
1939-10-01,1940-03-02 09:00:00,92.94373,365,153,1940-03-02 09:00:00,20.32136,365,153,1940-03-02 09:00:00,0.79739,365,153
1940-10-01,1940-12-03 09:00:00,152.79109,364,63,1940-12-03 09:00:00,23.40655,364,63,1940-12-03 09:00:00,0.81470,364,63
1941-10-01,1942-02-10 09:00:00,139.32451,364,132,1942-02-10 09:00:00,51.95028,364,132,1942-02-10 09:00:00,0.82948,364,132
1942-10-01,1942-10-12 09:00:00,91.20996,364,11,1943-01-06 09:00:00,19.88904,364,97,1942-10-12 09:00:00,0.79125,364,11
1943-10-01,1944-01-28 09:00:00,114.67859,365,119,1944-01-29 09:00:00,45.50323,365,120,1944-01-28 09:00:00,0.82018,365,119
1944-10-01,1945-06-11 09:00:00,212.50198,364,253,1945-06-12 09:00:00,86.79877,364,254,1945-06-11 09:00:00,0.83572,364,253
1945-10-01,1946-02-09 09:00:00,146.01257,364,131,1946-03-25 09:00:00,49.66357,364,175,1946-03-25 09:00:00,0.82517,364,175
1946-10-01,1947-01-24 09:00:00,183.25500,364,115,1947-01-26 09:00:00,39.51540,364,117,1947-01-25 09:00:00,0.80555,364,116
1947-10-01,1948-06-16 09:00:00,182.63809,365,259,1948-06-16 09:00:00,72.84199,365,259,1948-06-16 09:00:00,0.83408,365,259
1948-10-01,1949-03-27 09:00:00,87.97966,364,177,1949-03-28 09:00:00,40.14705,364,178,1949-03-27 09:00:00,0.80807,364,177
1949-10-01,1949-10-25 09:00:00,160.69395,364,24,1950-06-24 09:00:00,54.02129,364,266,1950-06-24 09:00:00,0.81691,364,266
1950-10-01,1951-03-19 09:00:00,128.29526,364,169,1951-01-27 09:00:00,48.36235,364,118,1951-03-19 09:00:00,0.82344,364,169
1951-10-01,1952-02-25 09:00:00,83.69052,365,147,1952-06-15 09:00:00,19.83552,365,258,1952-06-15 09:00:00,0.79672,365,258
1952-10-01,1953-02-20 09:00:00,157.35460,364,142,1953-02-22 09:00:00,75.01479,364,144,1953-02-20 09:00:00,0.83059,364,142
1953-10-01,1954-02-21 09:00:00,304.67856,364,143,1954-02-21 09:00:00,114.66077,364,143,1954-02-21 09:00:00,0.83898,364,143
1954-10-01,1955-03-28 09:00:00,180.29477,364,178,1955-05-01 09:00:00,53.91628,364,212,1955-05-01 09:00:00,0.82800,364,212
1955-10-01,1956-02-18 09:00:00,228.65759,365,140,1956-02-19 09:00:00,60.75074,365,141,1956-02-18 09:00:00,0.83465,365,140
1956-10-01,1956-12-22 09:00:00,97.93068,364,82,1957-08-28 09:00:00,15.63294,364,331,1957-01-10 09:00:00,0.78579,364,101
1957-10-01,1958-08-06 09:00:00,112.79918,364,309,1958-08-07 09:00:00,36.90078,364,310,1958-08-06 09:00:00,0.82319,364,309
1958-10-01,1959-02-18 09:00:00,145.77565,364,140,1959-02-18 09:00:00,43.73004,364,140,1959-02-18 09:00:00,0.82890,364,140
1959-10-01,1959-11-12 09:00:00,97.08032,365,42,1959-11-13 09:00:00,45.46975,365,43,1959-11-12 09:00:00,0.81561,365,42
1960-10-01,1961-02-19 09:00:00,202.83929,364,141,1961-02-19 09:00:00,52.91349,364,141,1961-02-19 09:00:00,0.82976,364,141
1961-10-01,1962-07-10 09:00:00,244.44331,364,282,1962-07-11 09:00:00,92.75084,364,283,1962-07-10 09:00:00,0.83694,364,282
1962-10-01,1962-12-24 09:00:00,90.82197,364,84,1963-05-08 09:00:00,95.41623,364,219,1963-05-08 09:00:00,0.83731,364,219
1963-10-01,,,365,-1,1964-03-27 09:00:00,33.65883,365,178,1964-03-27 09:00:00,0.81525,365,178
1964-10-01,1965-07-20 09:00:00,255.53824,364,292,1965-07-20 09:00:00,74.02128,364,292,1965-07-20 09:00:00,0.83790,364,292
1965-10-01,1966-06-11 09:00:00,157.42195,364,253,1966-06-11 09:00:00,38.63435,364,253,1966-06-11 09:00:00,0.82955,364,253
1966-10-01,1967-03-19 09:00:00,125.66917,364,169,1967-06-14 09:00:00,66.78768,364,256,1967-03-19 09:00:00,0.82624,364,169
1967-10-01,1968-05-09 09:00:00,102.73286,365,221,1968-01-13 09:00:00,33.60976,365,104,1968-01-11 09:00:00,0.80182,365,102
1968-10-01,1969-05-13 09:00:00,67.26250,364,224,1969-05-15 09:00:00,24.52512,364,226,1969-05-15 09:00:00,0.78827,364,226
1969-10-01,1970-02-22 09:00:00,131.38571,364,144,1970-02-22 09:00:00,27.88994,364,144,1970-03-31 09:00:00,0.80772,364,181
1970-10-01,1970-12-09 09:00:00,147.27858,364,69,1970-12-10 09:00:00,47.93097,364,70,1970-12-09 09:00:00,0.82117,364,69
1971-10-01,1972-04-03 09:00:00,197.70459,365,185,1972-02-13 09:00:00,58.01212,365,135,1972-04-03 09:00:00,0.83277,365,185
1972-10-01,1972-10-28 09:00:00,182.44453,364,27,1972-10-29 09:00:00,78.96542,364,28,1972-10-28 09:00:00,0.83239,364,27
1973-10-01,1974-03-11 09:00:00,251.73044,364,161,1974-03-11 09:00:00,101.31804,364,161,1974-03-11 09:00:00,0.83835,364,161
1974-10-01,1975-03-02 09:00:00,162.83060,364,152,1975-03-03 09:00:00,65.87132,364,153,1975-03-02 09:00:00,0.82726,364,152
1975-10-01,1976-02-29 09:00:00,199.29568,365,151,1976-02-29 09:00:00,66.97647,365,151,1976-02-29 09:00:00,0.83148,365,151
1976-10-01,1977-03-03 09:00:00,129.27538,364,153,1977-03-03 09:00:00,30.42814,364,153,1977-03-03 09:00:00,0.82181,364,153
1977-10-01,1978-03-18 09:00:00,186.35529,364,168,1978-03-19 09:00:00,98.15355,364,169,1978-03-19 09:00:00,0.83574,364,169
1978-10-01,1979-07-30 09:00:00,127.02200,364,302,1979-01-24 09:00:00,37.60310,364,115,1979-07-30 09:00:00,0.81860,364,302
1979-10-01,1980-05-09 09:00:00,183.25415,365,221,1980-05-09 09:00:00,81.20009,365,221,1980-05-09 09:00:00,0.83439,365,221
1980-10-01,1981-02-21 09:00:00,108.98564,364,143,1981-05-23 09:00:00,27.99101,364,234,1981-02-21 09:00:00,0.81194,364,143
1981-10-01,1982-09-22 09:00:00,96.62853,364,356,1982-03-15 09:00:00,24.46326,364,165,1982-03-14 09:00:00,0.79314,364,164
1982-10-01,1983-06-23 09:00:00,117.18382,364,265,1983-06-23 09:00:00,44.36766,364,265,1983-06-23 09:00:00,0.82281,364,265
1983-10-01,1984-04-09 09:00:00,242.21664,365,191,1984-04-09 09:00:00,72.00510,365,191,1984-04-09 09:00:00,0.83747,365,191
1984-10-01,1984-11-01 09:00:00,177.68762,364,31,1984-11-01 09:00:00,53.38585,364,31,1984-11-01 09:00:00,0.83128,364,31
1985-10-01,1985-10-27 09:00:00,94.63319,364,26,1985-10-27 09:00:00,2.76533,364,26,1986-05-12 09:00:00,0.67778,364,223
1986-10-01,1987-05-11 09:00:00,210.20828,364,222,1987-05-11 09:00:00,98.62653,364,222,1987-05-11 09:00:00,0.83657,364,222
1987-10-01,1988-04-12 09:00:00,154.12769,365,194,1988-04-12 09:00:00,76.52837,365,194,1988-04-12 09:00:00,0.83021,365,194
1988-10-01,1989-04-02 09:00:00,242.64528,364,183,1989-04-02 09:00:00,78.78710,364,183,1989-04-02 09:00:00,0.83743,364,183
1989-10-01,1990-02-03 09:00:00,187.00545,364,125,1990-02-03 09:00:00,50.84311,364,125,1990-02-03 09:00:00,0.83152,364,125
1990-10-01,1991-02-08 09:00:00,137.45673,364,130,1991-03-13 09:00:00,12.99975,364,163,1991-03-13 09:00:00,0.77991,364,163
1991-10-01,1991-12-13 09:00:00,160.57040,365,73,1991-12-13 09:00:00,25.23209,365,73,1991-12-13 09:00:00,0.82548,365,73
1992-10-01,1993-02-07 09:00:00,70.05846,364,129,1993-07-14 09:00:00,10.62444,364,286,1993-04-17 09:00:00,0.75222,364,198
1993-10-01,1994-03-03 09:00:00,81.34280,364,153,1994-03-04 09:00:00,38.47266,364,154,1994-03-03 09:00:00,0.81013,364,153
1994-10-01,1995-02-16 09:00:00,180.60638,364,138,1995-02-16 09:00:00,65.64754,364,138,1995-02-16 09:00:00,0.83382,364,138
1995-10-01,1996-05-03 09:00:00,155.83707,365,215,1996-05-07 09:00:00,65.72219,365,219,1996-05-03 09:00:00,0.83289,365,215
1996-10-01,1997-01-28 09:00:00,69.48988,364,119,1997-01-28 09:00:00,20.96635,364,119,1997-01-28 09:00:00,0.78563,364,119
1997-10-01,1998-02-10 09:00:00,58.31362,364,132,1998-09-12 09:00:00,9.07138,364,346,1998-04-24 09:00:00,0.75332,364,205
1998-10-01,1999-04-11 09:00:00,100.11961,364,192,1999-04-11 09:00:00,39.52507,364,192,1999-04-11 09:00:00,0.81677,364,192
1999-10-01,2000-01-14 09:00:00,116.18741,365,105,2000-01-14 09:00:00,35.86904,365,105,2000-01-14 09:00:00,0.81144,365,105
2000-10-01,2001-02-02 09:00:00,333.63916,364,124,2001-02-02 09:00:00,86.46733,364,124,2001-02-02 09:00:00,0.83599,364,124
2001-10-01,2002-06-03 09:00:00,47.79353,364,245,2002-05-05 09:00:00,12.83290,364,216,2002-06-03 09:00:00,0.76334,364,245
2002-10-01,2003-06-27 09:00:00,93.00951,364,269,2003-02-25 09:00:00,24.61437,364,147,2003-06-27 09:00:00,0.81192,364,269
2003-10-01,2004-03-06 09:00:00,210.70580,365,157,2004-03-06 09:00:00,49.36998,365,157,2004-03-06 09:00:00,0.83416,365,157
2004-10-01,2005-06-30 09:00:00,243.87387,364,272,2005-06-30 09:00:00,89.01836,364,272,2005-06-30 09:00:00,0.83852,364,272
2005-10-01,2006-01-19 09:00:00,145.22015,364,110,2006-01-20 09:00:00,55.32728,364,111,2006-01-20 09:00:00,0.82507,364,111
2006-10-01,2007-08-21 09:00:00,58.46001,364,324,2007-08-22 09:00:00,8.84343,364,325,2007-08-22 09:00:00,0.76963,364,325
2007-10-01,2008-01-04 09:00:00,131.55331,365,95,2008-01-05 09:00:00,63.12409,365,96,2008-01-04 09:00:00,0.82588,365,95
2008-10-01,2009-05-22 09:00:00,176.91553,364,233,2009-05-22 09:00:00,84.24954,364,233,2009-05-22 09:00:00,0.83282,364,233
2009-10-01,2010-02-07 09:00:00,143.47037,364,129,2010-02-08 09:00:00,29.28090,364,130,2010-02-07 09:00:00,0.81240,364,129
2010-10-01,2010-12-25 09:00:00,116.05342,364,85,2010-12-28 09:00:00,42.13317,364,88,2010-12-25 09:00:00,0.81679,364,85
2011-10-01,2012-01-26 09:00:00,116.37244,365,117,2012-01-26 09:00:00,53.60230,365,117,2012-01-26 09:00:00,0.82267,365,117
2012-10-01,2013-01-28 09:00:00,241.12079,364,119,2013-01-29 09:00:00,83.22552,364,120,2013-01-28 09:00:00,0.83483,364,119
2013-10-01,2014-03-28 09:00:00,181.93039,364,178,2014-08-28 09:00:00,20.24955,364,331,2014-08-28 09:00:00,0.79628,364,331
2014-10-01,2015-05-02 09:00:00,165.01491,364,213,2015-05-02 09:00:00,41.54985,364,213,2015-05-02 09:00:00,0.83158,364,213
2015-10-01,2016-06-05 09:00:00,227.02829,365,248,2016-06-05 09:00:00,68.68734,365,248,2016-06-05 09:00:00,0.99312,365,248
2016-10-01,2017-03-31 09:00:00,323.02139,364,181,2017-03-31 09:00:00,106.79832,364,181,2017-03-31 09:00:00,0.99940,364,181
2017-10-01,2017-10-15 09:00:00,85.90988,364,14,2018-03-07 09:00:00,17.08221,364,157,2018-03-07 09:00:00,0.93657,364,157
2018-10-01,2018-10-15 09:00:00,71.01735,364,14,2018-10-16 09:00:00,27.53971,364,15,2018-10-15 09:00:00,0.95013,364,14
2019-10-01,2020-01-18 09:00:00,135.02429,365,109,2020-02-14 09:00:00,57.46044,365,136,2020-02-13 09:00:00,0.98281,365,135
2020-10-01,2020-12-13 09:00:00,172.48541,364,73,2020-12-15 09:00:00,61.78040,364,75,2020-12-15 09:00:00,0.98313,364,75
2021-10-01,2022-02-28 09:00:00,613.30762,303,150,2022-02-28 09:00:00,204.58130,303,150,2022-02-28 09:00:00,1.00000,303,150
