# --------------------------------------------------
# nrow : 111
# ncol : 12
# comment : AMS of AWRA cookies
# time_generated : 2026-07-03 10:51:24
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/scripts/awra/AWR041_ams_cookies.py
# work_dir : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts
# python_environment posix
# python_version : 3.12.9 | packaged by Anaconda, Inc. | (main, Feb  6 2025, 18:56:27) [GCC 11.2.0]
# pandas_version : 3.0.3
# numpy_version : 2.5.0
# python_inc : /home/ler015/miniconda3/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/.venv/lib/python3.12/site-packages
# --------------------------------------------------
WATER_YEAR_START,203900_PRECIPITATION_TIMEPEAK,203900_PRECIPITATION_PEAK,203900_PRECIPITATION_NVALID,203900_PRECIPITATION_DAYOFYEAR,203900_QTOT_TIMEPEAK,203900_QTOT_PEAK,203900_QTOT_NVALID,203900_QTOT_DAYOFYEAR,203900_SMPFULL_TIMEPEAK,203900_SMPFULL_PEAK,203900_SMPFULL_NVALID,203900_SMPFULL_DAYOFYEAR
1911-10-01,1912-06-25 09:00:00,87.03488,365,268,1912-06-25 09:00:00,21.12422,365,268,1912-06-25 09:00:00,0.77545,365,268
1912-10-01,1913-06-22 09:00:00,81.78289,364,264,1913-04-11 09:00:00,14.30951,364,192,1913-06-22 09:00:00,0.77112,364,264
1913-10-01,1914-02-20 09:00:00,68.07933,364,142,1914-03-29 09:00:00,6.74121,364,179,1914-03-29 09:00:00,0.73632,364,179
1914-10-01,1915-02-10 09:00:00,36.72813,364,132,1915-02-10 09:00:00,0.87939,364,132,1915-01-07 09:00:00,0.55236,364,98
1915-10-01,1916-04-10 09:00:00,90.83864,365,192,1916-04-10 09:00:00,32.06509,365,192,1916-04-10 09:00:00,0.79502,365,192
1916-10-01,1917-02-04 09:00:00,82.99832,364,126,1917-02-05 09:00:00,19.86021,364,127,1917-02-05 09:00:00,0.76535,364,127
1917-10-01,1917-11-09 09:00:00,65.99915,364,39,1917-11-09 09:00:00,7.79981,364,39,1917-11-09 09:00:00,0.70923,364,39
1918-10-01,1919-05-29 09:00:00,78.89552,364,240,1919-05-30 09:00:00,22.31350,364,241,1919-05-29 09:00:00,0.76865,364,240
1919-10-01,1920-01-07 09:00:00,41.91283,365,98,1920-01-22 09:00:00,9.57309,365,113,1920-01-22 09:00:00,0.75022,365,113
1920-10-01,1921-07-23 09:00:00,130.95450,364,295,1921-07-23 09:00:00,32.24277,364,295,1921-07-23 09:00:00,0.81898,364,295
1921-10-01,1921-12-28 09:00:00,151.29500,364,88,1921-12-28 09:00:00,30.83782,364,88,1921-12-28 09:00:00,0.82228,364,88
1922-10-01,1923-06-05 09:00:00,39.20484,364,247,1923-04-28 09:00:00,7.62308,364,209,1923-04-28 09:00:00,0.70029,364,209
1923-10-01,1924-06-13 09:00:00,77.03333,365,256,1924-06-13 09:00:00,12.94484,365,256,1924-07-09 09:00:00,0.74775,365,282
1924-10-01,1925-03-11 09:00:00,80.56958,364,161,1925-03-12 09:00:00,35.54016,364,162,1925-03-11 09:00:00,0.79245,364,161
1925-10-01,1926-06-24 09:00:00,37.09141,364,266,1926-06-24 09:00:00,2.12981,364,266,1926-07-08 09:00:00,0.55748,364,280
1926-10-01,1927-01-23 09:00:00,60.13537,364,114,1927-01-27 09:00:00,27.85133,364,118,1927-01-24 09:00:00,0.78999,364,115
1927-10-01,1928-02-17 09:00:00,112.58072,365,139,1928-02-20 09:00:00,51.00224,365,142,1928-02-17 09:00:00,0.81690,365,139
1928-10-01,1929-03-01 09:00:00,147.68274,364,151,1929-03-02 09:00:00,32.87383,364,152,1929-04-04 09:00:00,0.80449,364,185
1929-10-01,1930-05-10 09:00:00,105.02169,364,221,1930-05-10 09:00:00,24.46423,364,221,1930-06-01 09:00:00,0.80622,364,243
1930-10-01,1931-02-06 09:00:00,152.34094,364,128,1931-02-07 09:00:00,42.29548,364,129,1931-02-06 09:00:00,0.82429,364,128
1931-10-01,1931-12-09 09:00:00,39.50403,365,69,1931-12-09 09:00:00,6.77211,365,69,1931-12-09 09:00:00,0.71275,365,69
1932-10-01,1933-04-05 09:00:00,73.74232,364,186,1933-04-06 09:00:00,10.52607,364,187,1933-04-06 09:00:00,0.70659,364,187
1933-10-01,1934-01-04 09:00:00,73.90257,364,95,1934-01-04 09:00:00,18.95094,364,95,1934-01-04 09:00:00,0.76239,364,95
1934-10-01,1935-07-09 09:00:00,34.39788,364,281,1935-07-10 09:00:00,2.22609,364,282,1935-03-13 09:00:00,0.60015,364,163
1935-10-01,1936-03-03 09:00:00,61.38282,365,154,1936-03-03 09:00:00,6.61386,365,154,1936-03-24 09:00:00,0.68554,365,175
1936-10-01,1937-03-17 09:00:00,99.98286,364,167,1937-03-17 09:00:00,38.95261,364,167,1937-03-17 09:00:00,0.81474,364,167
1937-10-01,1938-01-20 09:00:00,110.95495,364,111,1938-01-20 09:00:00,28.65867,364,111,1938-01-20 09:00:00,0.79527,364,111
1938-10-01,1939-03-05 09:00:00,73.58399,364,155,1939-03-16 09:00:00,23.16312,364,166,1939-03-15 09:00:00,0.79258,364,165
1939-10-01,1940-03-19 09:00:00,77.88327,365,170,1940-03-19 09:00:00,15.07904,365,170,1940-03-19 09:00:00,0.75601,365,170
1940-10-01,1940-12-11 09:00:00,40.77122,364,71,1941-02-12 09:00:00,8.68246,364,134,1941-02-12 09:00:00,0.69942,364,134
1941-10-01,1942-02-10 09:00:00,111.81876,364,132,1942-02-10 09:00:00,28.05294,364,132,1942-02-10 09:00:00,0.81788,364,132
1942-10-01,1942-10-11 09:00:00,60.77849,364,10,1942-12-31 09:00:00,14.55904,364,91,1943-01-06 09:00:00,0.74149,364,97
1943-10-01,1943-12-30 09:00:00,81.57034,365,90,1943-12-31 09:00:00,29.06858,365,91,1943-12-31 09:00:00,0.79860,365,91
1944-10-01,1945-06-11 09:00:00,143.28964,364,253,1945-06-12 09:00:00,52.98232,364,254,1945-06-11 09:00:00,0.81930,364,253
1945-10-01,1946-03-25 09:00:00,84.60164,364,175,1946-03-25 09:00:00,29.11869,364,175,1946-03-25 09:00:00,0.79962,364,175
1946-10-01,1947-01-24 09:00:00,154.53610,364,115,1947-01-26 09:00:00,37.29591,364,117,1947-01-25 09:00:00,0.81396,364,116
1947-10-01,1948-06-15 09:00:00,115.22323,365,258,1948-06-16 09:00:00,50.34542,365,259,1948-06-16 09:00:00,0.81964,365,259
1948-10-01,1949-02-13 09:00:00,52.52715,364,135,1949-03-28 09:00:00,16.97236,364,178,1949-03-28 09:00:00,0.76691,364,178
1949-10-01,1950-06-23 09:00:00,130.94756,364,265,1950-06-24 09:00:00,45.65376,364,266,1950-06-23 09:00:00,0.81840,364,265
1950-10-01,1951-01-26 09:00:00,106.97188,364,117,1951-01-27 09:00:00,39.99308,364,118,1951-01-26 09:00:00,0.80360,364,117
1951-10-01,1952-03-22 09:00:00,61.81301,365,173,1952-06-15 09:00:00,10.12064,365,258,1952-06-14 09:00:00,0.69724,365,257
1952-10-01,1953-03-24 09:00:00,92.46498,364,174,1953-03-24 09:00:00,26.91296,364,174,1953-03-24 09:00:00,0.80430,364,174
1953-10-01,1954-02-21 09:00:00,225.05109,364,143,1954-02-21 09:00:00,84.85789,364,143,1954-02-21 09:00:00,0.83508,364,143
1954-10-01,1955-03-28 09:00:00,162.46379,364,178,1955-03-28 09:00:00,37.11087,364,178,1955-04-30 09:00:00,0.80475,364,211
1955-10-01,1956-02-18 09:00:00,139.92317,365,140,1956-02-19 09:00:00,34.23117,365,141,1956-02-18 09:00:00,0.81694,365,140
1956-10-01,1956-12-22 09:00:00,100.22411,364,82,1956-12-22 09:00:00,4.07302,364,82,1957-02-22 09:00:00,0.59453,364,144
