# --------------------------------------------------
# nrow : 111
# ncol : 12
# comment : AMS of AWRA cookies
# time_generated : 2026-07-03 10:51:09
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/scripts/awra/AWR041_ams_cookies.py
# work_dir : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts
# python_environment posix
# python_version : 3.12.9 | packaged by Anaconda, Inc. | (main, Feb  6 2025, 18:56:27) [GCC 11.2.0]
# pandas_version : 3.0.3
# numpy_version : 2.5.0
# python_inc : /home/ler015/miniconda3/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/.venv/lib/python3.12/site-packages
# --------------------------------------------------
WATER_YEAR_START,203012_PRECIPITATION_TIMEPEAK,203012_PRECIPITATION_PEAK,203012_PRECIPITATION_NVALID,203012_PRECIPITATION_DAYOFYEAR,203012_QTOT_TIMEPEAK,203012_QTOT_PEAK,203012_QTOT_NVALID,203012_QTOT_DAYOFYEAR,203012_SMPFULL_TIMEPEAK,203012_SMPFULL_PEAK,203012_SMPFULL_NVALID,203012_SMPFULL_DAYOFYEAR
1921-10-01,1922-07-24 09:00:00,121.89455,364,296,1922-07-25 09:00:00,36.51138,364,297,1922-07-24 09:00:00,0.83758,364,296
1922-10-01,1923-04-28 09:00:00,94.82654,364,209,1923-04-28 09:00:00,33.45281,364,209,1923-04-28 09:00:00,0.83094,364,209
1923-10-01,1924-06-13 09:00:00,174.57890,365,256,1924-06-13 09:00:00,63.10091,365,256,1924-06-13 09:00:00,0.84186,365,256
1924-10-01,1925-03-09 09:00:00,109.00388,364,159,1925-03-10 09:00:00,48.42673,364,160,1925-03-09 09:00:00,0.83692,364,159
1925-10-01,1926-03-16 09:00:00,110.97528,364,166,1925-11-10 09:00:00,33.64004,364,40,1925-11-09 09:00:00,0.83590,364,39
1926-10-01,1927-01-10 09:00:00,104.84383,364,101,1927-01-24 09:00:00,49.99190,364,115,1927-01-24 09:00:00,0.84003,364,115
1927-10-01,1927-11-29 09:00:00,124.03442,365,59,1927-12-01 09:00:00,48.35135,365,61,1927-11-29 09:00:00,0.83180,365,59
1928-10-01,1929-01-20 09:00:00,163.44846,364,111,1929-06-30 09:00:00,58.92368,364,272,1929-06-30 09:00:00,0.84183,364,272
1929-10-01,1929-10-12 09:00:00,121.04388,364,11,1930-06-02 09:00:00,33.28807,364,244,1930-06-01 09:00:00,0.83834,364,243
1930-10-01,1931-02-06 09:00:00,205.88313,364,128,1931-02-06 09:00:00,70.23235,364,128,1931-02-06 09:00:00,0.84203,364,128
1931-10-01,1931-12-09 09:00:00,68.72254,365,69,1931-12-10 09:00:00,26.73149,365,70,1931-12-09 09:00:00,0.81387,365,69
1932-10-01,1933-04-04 09:00:00,136.35262,364,185,1933-04-05 09:00:00,47.02712,364,186,1933-04-05 09:00:00,0.83845,364,186
1933-10-01,1934-07-29 09:00:00,135.30968,364,301,1934-05-09 09:00:00,61.98463,364,220,1934-05-09 09:00:00,0.84166,364,220
1934-10-01,1935-01-15 09:00:00,107.31789,364,106,1935-05-27 09:00:00,21.97330,364,238,1935-05-27 09:00:00,0.81501,364,238
1935-10-01,1936-03-03 09:00:00,52.12098,365,154,1936-05-26 09:00:00,23.51770,365,238,1936-05-25 09:00:00,0.80031,365,237
1936-10-01,1937-02-11 09:00:00,133.28488,364,133,1937-03-10 09:00:00,43.65063,364,160,1937-03-10 09:00:00,0.83805,364,160
1937-10-01,1938-02-16 09:00:00,144.06432,364,138,1938-05-27 09:00:00,50.14978,364,238,1938-02-16 09:00:00,0.84176,364,138
1938-10-01,1939-03-06 09:00:00,172.28552,364,156,1939-03-06 09:00:00,57.18390,364,156,1939-03-06 09:00:00,0.84184,364,156
1939-10-01,1939-10-27 09:00:00,107.24346,365,26,1939-10-28 09:00:00,18.71047,365,27,1940-03-02 09:00:00,0.79353,365,153
1940-10-01,1940-12-03 09:00:00,181.70418,364,63,1940-12-03 09:00:00,43.22641,364,63,1940-12-03 09:00:00,0.80830,364,63
1941-10-01,1942-02-10 09:00:00,138.71614,364,132,1942-02-10 09:00:00,38.30318,364,132,1942-02-10 09:00:00,0.84162,364,132
1942-10-01,1942-10-12 09:00:00,107.23446,364,11,1943-05-28 09:00:00,35.25802,364,239,1943-05-26 09:00:00,0.82152,364,237
1943-10-01,1944-01-01 09:00:00,182.27504,365,92,1944-01-01 09:00:00,64.79858,365,92,1944-01-01 09:00:00,0.84181,365,92
1944-10-01,1945-06-11 09:00:00,149.45558,364,253,1945-06-12 09:00:00,74.75800,364,254,1945-06-11 09:00:00,0.84177,364,253
1945-10-01,1946-04-04 09:00:00,111.53233,364,185,1946-03-26 09:00:00,31.70733,364,176,1946-04-04 09:00:00,0.83622,364,185
1946-10-01,1947-01-24 09:00:00,119.80318,364,115,1947-04-01 09:00:00,37.80097,364,182,1947-04-01 09:00:00,0.84031,364,182
1947-10-01,1948-06-16 09:00:00,153.26767,365,259,1948-06-16 09:00:00,62.43559,365,259,1948-06-16 09:00:00,0.84178,365,259
1948-10-01,1949-01-10 09:00:00,94.44224,364,101,1949-03-28 09:00:00,28.48314,364,178,1949-03-28 09:00:00,0.81391,364,178
1949-10-01,1949-10-25 09:00:00,126.66715,364,24,1950-06-25 09:00:00,40.44742,364,267,1950-07-29 09:00:00,0.83980,364,301
1950-10-01,1951-03-19 09:00:00,92.04652,364,169,1951-06-08 09:00:00,38.20977,364,250,1951-03-19 09:00:00,0.82751,364,169
1951-10-01,1952-02-24 09:00:00,102.62394,365,146,1952-06-15 09:00:00,22.90089,365,258,1952-02-25 09:00:00,0.83401,365,147
1952-10-01,1953-01-23 09:00:00,195.97993,364,114,1953-02-21 09:00:00,80.14685,364,143,1953-02-20 09:00:00,0.84176,364,142
1953-10-01,1954-02-21 09:00:00,226.04474,364,143,1954-02-21 09:00:00,86.80531,364,143,1954-02-21 09:00:00,0.84213,364,143
1954-10-01,1955-01-22 09:00:00,175.25369,364,113,1955-05-01 09:00:00,37.78131,364,212,1955-05-01 09:00:00,0.83884,364,212
1955-10-01,1956-02-18 09:00:00,164.03072,365,140,1956-02-09 09:00:00,46.08113,365,131,1956-02-18 09:00:00,0.84169,365,140
1956-10-01,1957-01-10 09:00:00,93.36038,364,101,1957-01-21 09:00:00,14.48744,364,112,1957-01-21 09:00:00,0.79187,364,112
1957-10-01,1958-08-05 09:00:00,115.30716,364,308,1958-08-06 09:00:00,38.03019,364,309,1958-08-06 09:00:00,0.83744,364,309
1958-10-01,1959-01-22 09:00:00,145.51822,364,113,1959-03-20 09:00:00,36.36306,364,170,1959-03-20 09:00:00,0.83835,364,170
1959-10-01,1959-11-11 09:00:00,108.86021,365,41,1959-11-13 09:00:00,45.34446,365,43,1959-11-12 09:00:00,0.83947,365,42
1960-10-01,1961-02-19 09:00:00,160.53003,364,141,1961-02-20 09:00:00,50.05249,364,142,1961-02-19 09:00:00,0.84072,364,141
1961-10-01,1962-07-10 09:00:00,258.71664,364,282,1962-07-10 09:00:00,99.25804,364,282,1962-07-10 09:00:00,0.84218,364,282
1962-10-01,1962-12-24 09:00:00,74.24766,364,84,1963-05-08 09:00:00,106.30352,364,219,1963-05-08 09:00:00,0.84217,364,219
1963-10-01,,,365,-1,1964-03-27 09:00:00,26.43803,365,178,1964-03-26 09:00:00,0.82789,365,177
1964-10-01,1965-07-20 09:00:00,179.62109,364,292,1965-07-20 09:00:00,56.06846,364,292,1965-07-20 09:00:00,0.84201,364,292
1965-10-01,1966-06-11 09:00:00,134.89299,364,253,1966-06-11 09:00:00,38.23132,364,253,1966-06-11 09:00:00,0.84161,364,253
1966-10-01,1967-03-18 09:00:00,154.94067,364,168,1967-03-19 09:00:00,61.63810,364,169,1967-03-18 09:00:00,0.84164,364,168
1967-10-01,1968-05-09 09:00:00,99.86694,365,221,1968-02-14 09:00:00,19.86027,365,136,1968-02-13 09:00:00,0.78168,365,135
1968-10-01,1969-02-12 09:00:00,68.45586,364,134,1969-05-15 09:00:00,26.52126,364,226,1969-05-15 09:00:00,0.81203,364,226
1969-10-01,1970-02-22 09:00:00,114.51554,364,144,1970-02-22 09:00:00,22.47140,364,144,1970-03-31 09:00:00,0.81856,364,181
1970-10-01,1970-12-09 09:00:00,129.94623,364,69,1970-12-10 09:00:00,41.22330,364,70,1970-12-09 09:00:00,0.83253,364,69
1971-10-01,1972-04-03 09:00:00,149.99704,365,185,1972-02-13 09:00:00,43.21152,365,135,1972-04-03 09:00:00,0.84154,365,185
1972-10-01,1972-10-29 09:00:00,175.59521,364,28,1972-10-29 09:00:00,92.04245,364,28,1972-10-29 09:00:00,0.84190,364,28
1973-10-01,1974-03-11 09:00:00,282.80801,364,161,1974-03-11 09:00:00,108.58347,364,161,1974-03-11 09:00:00,0.84220,364,161
1974-10-01,1975-03-02 09:00:00,176.83191,364,152,1975-03-03 09:00:00,73.88014,364,153,1975-03-02 09:00:00,0.84181,364,152
1975-10-01,1976-02-29 09:00:00,284.47510,365,151,1976-02-29 09:00:00,107.46725,365,151,1976-02-29 09:00:00,0.84220,365,151
1976-10-01,1977-03-03 09:00:00,154.53049,364,153,1977-03-03 09:00:00,42.07223,364,153,1977-03-03 09:00:00,0.84167,364,153
1977-10-01,1978-03-18 09:00:00,151.54436,364,168,1978-03-19 09:00:00,73.19942,364,169,1978-03-18 09:00:00,0.84171,364,168
1978-10-01,1979-07-30 09:00:00,114.99528,364,302,1979-01-24 09:00:00,35.26074,364,115,1979-07-30 09:00:00,0.83912,364,302
1979-10-01,1980-05-09 09:00:00,116.94054,365,221,1980-05-09 09:00:00,65.71121,365,221,1980-05-09 09:00:00,0.84107,365,221
1980-10-01,1981-02-21 09:00:00,162.49580,364,143,1981-05-23 09:00:00,48.31541,364,234,1981-02-21 09:00:00,0.84176,364,143
1981-10-01,1982-09-22 09:00:00,117.28983,364,356,1982-09-23 09:00:00,35.45097,364,357,1982-09-22 09:00:00,0.83165,364,356
1982-10-01,1983-05-02 09:00:00,82.86991,364,213,1983-05-03 09:00:00,33.61772,364,214,1983-06-23 09:00:00,0.82340,364,265
1983-10-01,1984-04-09 09:00:00,186.41388,365,191,1984-04-09 09:00:00,61.65068,365,191,1984-04-09 09:00:00,0.84187,365,191
1984-10-01,1985-07-09 09:00:00,232.32654,364,281,1984-11-01 09:00:00,73.51586,364,31,1985-07-09 09:00:00,0.84201,364,281
1985-10-01,1985-10-27 09:00:00,87.03464,364,26,1986-05-12 09:00:00,10.45885,364,223,1986-05-12 09:00:00,0.77039,364,223
1986-10-01,1987-05-11 09:00:00,260.54395,364,222,1987-05-11 09:00:00,113.14488,364,222,1987-05-11 09:00:00,0.84219,364,222
1987-10-01,1988-04-07 09:00:00,149.47783,365,189,1988-04-07 09:00:00,79.86305,365,189,1988-04-07 09:00:00,0.84180,365,189
1988-10-01,1989-04-26 09:00:00,117.32014,364,207,1989-04-26 09:00:00,45.22065,364,207,1989-04-26 09:00:00,0.83968,364,207
1989-10-01,1990-05-28 09:00:00,138.81004,364,239,1990-04-06 09:00:00,49.75501,364,187,1990-05-28 09:00:00,0.84168,364,239
1990-10-01,1991-03-13 09:00:00,163.27046,364,163,1991-03-13 09:00:00,37.61992,364,163,1991-03-13 09:00:00,0.82777,364,163
1991-10-01,1991-12-13 09:00:00,92.00896,365,73,1992-03-17 09:00:00,16.88390,365,168,1991-12-13 09:00:00,0.79576,365,73
1992-10-01,1993-03-16 09:00:00,51.92017,364,166,1993-07-14 09:00:00,14.91269,364,286,1993-07-12 09:00:00,0.78725,364,284
1993-10-01,1994-03-03 09:00:00,89.71507,364,153,1994-03-04 09:00:00,41.95675,364,154,1994-03-03 09:00:00,0.83440,364,153
1994-10-01,1995-02-16 09:00:00,151.25314,364,138,1995-02-16 09:00:00,48.09533,364,138,1995-02-16 09:00:00,0.84089,364,138
1995-10-01,1996-05-16 09:00:00,162.88271,365,228,1996-05-07 09:00:00,54.73222,365,219,1996-05-16 09:00:00,0.84182,365,228
1996-10-01,1997-07-31 09:00:00,82.99342,364,303,1997-07-31 09:00:00,18.56848,364,303,1997-07-31 09:00:00,0.81780,364,303
1997-10-01,1998-04-15 09:00:00,72.23417,364,196,1998-09-12 09:00:00,14.55115,364,346,1998-09-12 09:00:00,0.80091,364,346
1998-10-01,1999-03-02 09:00:00,104.47148,364,152,1999-03-02 09:00:00,54.44653,364,152,1999-03-02 09:00:00,0.83798,364,152
1999-10-01,2000-01-14 09:00:00,109.79312,365,105,2000-01-14 09:00:00,36.20698,365,105,2000-01-14 09:00:00,0.83263,365,105
2000-10-01,2001-02-02 09:00:00,276.25598,364,124,2001-02-02 09:00:00,69.63438,364,124,2001-02-02 09:00:00,0.82391,364,124
2001-10-01,2002-03-30 09:00:00,55.87284,364,180,2002-05-06 09:00:00,19.30335,364,217,2002-06-03 09:00:00,0.81040,364,245
2002-10-01,2003-02-24 09:00:00,103.53412,364,146,2003-04-29 09:00:00,44.74304,364,210,2003-04-29 09:00:00,0.83159,364,210
2003-10-01,2004-02-25 09:00:00,120.18968,365,147,2004-03-06 09:00:00,22.39238,365,157,2004-03-06 09:00:00,0.83473,365,157
2004-10-01,2005-06-30 09:00:00,242.34547,364,272,2005-06-30 09:00:00,96.31852,364,272,2005-06-30 09:00:00,0.84212,364,272
2005-10-01,2006-01-19 09:00:00,186.42220,364,110,2006-01-20 09:00:00,73.28423,364,111,2006-01-20 09:00:00,0.84180,364,111
2006-10-01,2007-08-21 09:00:00,61.90164,364,324,2007-08-22 09:00:00,12.52042,364,325,2007-09-23 09:00:00,0.76280,364,357
2007-10-01,2008-01-04 09:00:00,137.72479,365,95,2008-01-05 09:00:00,42.08035,365,96,2008-01-04 09:00:00,0.84157,365,95
2008-10-01,2009-05-22 09:00:00,197.75774,364,233,2009-05-22 09:00:00,92.38770,364,233,2009-05-22 09:00:00,0.84206,364,233
2009-10-01,2010-02-07 09:00:00,130.11638,364,129,2010-06-03 09:00:00,27.97589,364,245,2010-06-03 09:00:00,0.83681,364,245
2010-10-01,2010-10-04 09:00:00,174.75427,364,3,2010-10-04 09:00:00,59.28089,364,3,2010-10-04 09:00:00,0.84187,364,3
2011-10-01,2012-01-26 09:00:00,124.08385,365,117,2012-01-26 09:00:00,38.30150,365,117,2012-01-26 09:00:00,0.84011,365,117
2012-10-01,2013-01-28 09:00:00,194.20204,364,119,2013-01-29 09:00:00,58.47738,364,120,2013-01-29 09:00:00,0.83849,364,120
2013-10-01,2014-03-28 09:00:00,125.38040,364,178,2014-08-28 09:00:00,27.49666,364,331,2014-08-28 09:00:00,0.82744,364,331
2014-10-01,2015-05-02 09:00:00,134.05124,364,213,2015-05-02 09:00:00,41.15421,364,213,2015-05-02 09:00:00,0.84168,364,213
2015-10-01,2016-06-05 09:00:00,272.99902,365,248,2016-06-05 09:00:00,79.15343,365,248,2016-06-05 09:00:00,0.97540,365,248
2016-10-01,2017-03-31 09:00:00,222.48553,364,181,2017-03-31 09:00:00,70.82083,364,181,2017-03-31 09:00:00,0.99146,364,181
2017-10-01,2018-02-24 09:00:00,68.36945,364,146,2018-03-07 09:00:00,13.31276,364,157,2018-03-24 09:00:00,0.93931,364,174
2018-10-01,2018-11-18 09:00:00,80.79920,364,48,2019-06-26 09:00:00,23.93880,364,268,2019-06-26 09:00:00,0.95625,364,268
2019-10-01,2020-02-07 09:00:00,203.61156,365,129,2020-02-09 09:00:00,59.69960,365,131,2020-02-07 09:00:00,0.99131,365,129
2020-10-01,2021-03-22 09:00:00,151.38177,364,172,2021-03-22 09:00:00,53.18874,364,172,2021-03-22 09:00:00,0.99105,364,172
2021-10-01,2022-02-28 09:00:00,351.92957,303,150,2022-02-28 09:00:00,130.94360,303,150,2022-02-28 09:00:00,0.99164,303,150
