# --------------------------------------------------
# nrow : 111
# ncol : 12
# comment : AMS of AWRA cookies
# time_generated : 2026-07-03 10:51:10
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/scripts/awra/AWR041_ams_cookies.py
# work_dir : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts
# python_environment posix
# python_version : 3.12.9 | packaged by Anaconda, Inc. | (main, Feb  6 2025, 18:56:27) [GCC 11.2.0]
# pandas_version : 3.0.3
# numpy_version : 2.5.0
# python_inc : /home/ler015/miniconda3/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/.venv/lib/python3.12/site-packages
# --------------------------------------------------
WATER_YEAR_START,203014_PRECIPITATION_TIMEPEAK,203014_PRECIPITATION_PEAK,203014_PRECIPITATION_NVALID,203014_PRECIPITATION_DAYOFYEAR,203014_QTOT_TIMEPEAK,203014_QTOT_PEAK,203014_QTOT_NVALID,203014_QTOT_DAYOFYEAR,203014_SMPFULL_TIMEPEAK,203014_SMPFULL_PEAK,203014_SMPFULL_NVALID,203014_SMPFULL_DAYOFYEAR
1937-10-01,1938-02-16 09:00:00,118.04766,364,138,1938-05-27 09:00:00,52.08564,364,238,1938-02-16 09:00:00,0.83392,364,138
1938-10-01,1939-03-06 09:00:00,166.96524,364,156,1939-03-06 09:00:00,55.76154,364,156,1939-03-06 09:00:00,0.84324,364,156
1939-10-01,1940-03-02 09:00:00,92.75794,365,153,1940-03-03 09:00:00,14.17684,365,154,1940-03-02 09:00:00,0.78840,365,153
1940-10-01,1940-12-03 09:00:00,163.29356,364,63,1940-12-03 09:00:00,34.06322,364,63,1940-12-03 09:00:00,0.82100,364,63
1941-10-01,1942-02-10 09:00:00,130.76511,364,132,1942-02-10 09:00:00,36.65130,364,132,1942-02-10 09:00:00,0.83827,364,132
1942-10-01,1942-10-12 09:00:00,95.59708,364,11,1943-05-29 09:00:00,24.74495,364,240,1943-01-06 09:00:00,0.80345,364,97
1943-10-01,1944-01-01 09:00:00,133.80452,365,92,1944-01-01 09:00:00,49.95700,365,92,1944-01-01 09:00:00,0.83435,365,92
1944-10-01,1945-06-11 09:00:00,165.99120,364,253,1945-06-12 09:00:00,75.89499,364,254,1945-06-11 09:00:00,0.84380,364,253
1945-10-01,1946-04-04 09:00:00,119.66391,364,185,1946-03-26 09:00:00,35.25915,364,176,1946-04-04 09:00:00,0.83303,364,185
1946-10-01,1947-01-24 09:00:00,135.02534,364,115,1947-04-04 09:00:00,32.23560,364,185,1947-04-01 09:00:00,0.82618,364,182
1947-10-01,1948-06-16 09:00:00,170.65076,365,259,1948-06-16 09:00:00,66.79767,365,259,1948-06-16 09:00:00,0.84426,365,259
1948-10-01,1949-01-10 09:00:00,89.40974,364,101,1949-03-28 09:00:00,31.75136,364,178,1949-03-28 09:00:00,0.81151,364,178
1949-10-01,1949-10-25 09:00:00,135.29562,364,24,1950-06-24 09:00:00,43.15026,364,266,1950-07-29 09:00:00,0.82606,364,301
1950-10-01,1951-03-19 09:00:00,96.30980,364,169,1951-06-08 09:00:00,36.02972,364,250,1951-06-08 09:00:00,0.82428,364,250
1951-10-01,1952-02-25 09:00:00,82.61310,365,147,1952-06-15 09:00:00,18.91961,365,258,1952-06-15 09:00:00,0.81062,365,258
1952-10-01,1953-01-23 09:00:00,176.13397,364,114,1953-02-21 09:00:00,73.41138,364,143,1953-02-20 09:00:00,0.84094,364,142
1953-10-01,1954-02-21 09:00:00,252.58859,364,143,1954-02-21 09:00:00,95.31297,364,143,1954-02-21 09:00:00,0.84777,364,143
1954-10-01,1955-01-22 09:00:00,185.15750,364,113,1955-05-01 09:00:00,43.15582,364,212,1955-05-01 09:00:00,0.83542,364,212
1955-10-01,1956-02-18 09:00:00,179.86588,365,140,1956-05-02 09:00:00,43.72469,365,214,1956-02-18 09:00:00,0.84204,365,140
1956-10-01,1956-12-22 09:00:00,79.88791,364,82,1957-01-21 09:00:00,12.55299,364,112,1957-01-21 09:00:00,0.78390,364,112
1957-10-01,1958-08-05 09:00:00,109.32133,364,308,1958-08-06 09:00:00,36.75125,364,309,1958-08-06 09:00:00,0.83334,364,309
1958-10-01,1959-01-22 09:00:00,148.88690,364,113,1959-01-22 09:00:00,34.40858,364,113,1959-02-18 09:00:00,0.83252,364,140
1959-10-01,1959-11-11 09:00:00,100.61401,365,41,1959-11-13 09:00:00,42.39653,365,43,1959-11-12 09:00:00,0.83026,365,42
1960-10-01,1961-02-19 09:00:00,164.49606,364,141,1961-02-20 09:00:00,44.86167,364,142,1961-02-19 09:00:00,0.83124,364,141
1961-10-01,1962-07-10 09:00:00,256.49170,364,282,1962-07-11 09:00:00,93.94666,364,283,1962-07-10 09:00:00,0.84692,364,282
1962-10-01,1962-12-24 09:00:00,78.63908,364,84,1963-05-08 09:00:00,107.23108,364,219,1963-05-08 09:00:00,0.84727,364,219
1963-10-01,,,365,-1,1964-03-27 09:00:00,26.22999,365,178,1964-03-26 09:00:00,0.82005,365,177
1964-10-01,1965-07-20 09:00:00,207.74182,364,292,1965-07-20 09:00:00,62.29424,364,292,1965-07-20 09:00:00,0.84613,364,292
1965-10-01,1966-06-11 09:00:00,142.04388,364,253,1966-06-11 09:00:00,36.68874,364,253,1966-06-11 09:00:00,0.83905,364,253
1966-10-01,1967-03-18 09:00:00,128.83377,364,168,1967-03-19 09:00:00,57.55543,364,169,1967-03-19 09:00:00,0.83628,364,169
1967-10-01,1968-05-09 09:00:00,102.04817,365,221,1968-02-15 09:00:00,17.93992,365,137,1968-02-13 09:00:00,0.78365,365,135
1968-10-01,1969-05-15 09:00:00,65.78053,364,226,1969-05-15 09:00:00,24.66962,364,226,1969-05-15 09:00:00,0.81108,364,226
1969-10-01,1970-02-22 09:00:00,108.50600,364,144,1970-02-22 09:00:00,20.92941,364,144,1970-03-31 09:00:00,0.79639,364,181
1970-10-01,1970-12-09 09:00:00,127.44627,364,69,1970-12-10 09:00:00,37.22403,364,70,1970-12-10 09:00:00,0.82010,364,70
1971-10-01,1972-04-03 09:00:00,160.73036,365,185,1972-02-13 09:00:00,45.38144,365,135,1972-04-03 09:00:00,0.83902,365,185
1972-10-01,1972-10-28 09:00:00,171.18051,364,27,1972-10-29 09:00:00,83.83928,364,28,1972-10-29 09:00:00,0.84365,364,28
1973-10-01,1974-03-11 09:00:00,267.46680,364,161,1974-03-11 09:00:00,103.34633,364,161,1974-03-11 09:00:00,0.84746,364,161
1974-10-01,1975-03-02 09:00:00,167.31741,364,152,1975-03-03 09:00:00,72.78482,364,153,1975-03-02 09:00:00,0.84157,364,152
1975-10-01,1976-02-29 09:00:00,265.14917,365,151,1976-02-29 09:00:00,97.59747,365,151,1976-02-29 09:00:00,0.84644,365,151
1976-10-01,1977-03-03 09:00:00,152.40318,364,153,1977-03-03 09:00:00,36.42113,364,153,1977-03-03 09:00:00,0.83882,364,153
1977-10-01,1978-03-18 09:00:00,155.41098,364,168,1978-03-19 09:00:00,76.95009,364,169,1978-03-18 09:00:00,0.84224,364,168
1978-10-01,1979-07-30 09:00:00,122.10033,364,302,1979-01-24 09:00:00,32.66863,364,115,1979-07-30 09:00:00,0.83446,364,302
1979-10-01,1980-05-09 09:00:00,139.20561,365,221,1980-05-09 09:00:00,72.16441,365,221,1980-05-09 09:00:00,0.84140,365,221
1980-10-01,1981-02-21 09:00:00,156.14404,364,143,1981-05-23 09:00:00,40.98758,364,234,1981-02-21 09:00:00,0.83843,364,143
1981-10-01,1982-09-22 09:00:00,100.25977,364,356,1982-09-23 09:00:00,25.37178,364,357,1982-09-23 09:00:00,0.80819,364,357
1982-10-01,1983-06-23 09:00:00,91.18161,364,265,1983-06-23 09:00:00,37.53188,364,265,1983-06-23 09:00:00,0.82761,364,265
1983-10-01,1984-04-09 09:00:00,198.14929,365,191,1984-04-09 09:00:00,62.14395,365,191,1984-04-09 09:00:00,0.84513,365,191
1984-10-01,1985-07-09 09:00:00,212.41125,364,281,1984-11-01 09:00:00,60.50232,364,31,1985-07-09 09:00:00,0.84355,364,281
1985-10-01,1985-10-27 09:00:00,90.53131,364,26,1986-05-12 09:00:00,6.82440,364,223,1986-05-12 09:00:00,0.74311,364,223
1986-10-01,1987-05-11 09:00:00,249.62677,364,222,1987-05-11 09:00:00,108.75571,364,222,1987-05-11 09:00:00,0.84746,364,222
1987-10-01,1988-09-15 09:00:00,141.31703,365,350,1988-04-07 09:00:00,79.37594,365,189,1988-04-07 09:00:00,0.83963,365,189
1988-10-01,1989-04-26 09:00:00,133.63916,364,207,1989-04-26 09:00:00,48.72868,364,207,1989-04-26 09:00:00,0.83577,364,207
1989-10-01,1990-05-28 09:00:00,129.16708,364,239,1990-04-06 09:00:00,47.09188,364,187,1990-05-28 09:00:00,0.83707,364,239
1990-10-01,1991-03-13 09:00:00,117.57623,364,163,1991-03-13 09:00:00,23.81682,364,163,1991-03-13 09:00:00,0.79617,364,163
1991-10-01,1991-12-13 09:00:00,111.39108,365,73,1992-03-17 09:00:00,16.84781,365,168,1991-12-13 09:00:00,0.80642,365,73
1992-10-01,1992-11-18 09:00:00,43.05495,364,48,1993-07-14 09:00:00,12.43788,364,286,1993-07-14 09:00:00,0.77565,364,286
1993-10-01,1994-03-03 09:00:00,85.61434,364,153,1994-03-04 09:00:00,41.39228,364,154,1994-03-03 09:00:00,0.82830,364,153
1994-10-01,1995-02-16 09:00:00,179.56467,364,138,1995-02-16 09:00:00,53.18967,364,138,1995-02-16 09:00:00,0.84303,364,138
1995-10-01,1996-05-16 09:00:00,136.72963,365,228,1996-05-07 09:00:00,54.71524,365,219,1996-05-16 09:00:00,0.83577,365,228
1996-10-01,1997-07-31 09:00:00,76.22469,364,303,1997-07-31 09:00:00,15.74112,364,303,1997-07-31 09:00:00,0.81040,364,303
1997-10-01,1998-04-15 09:00:00,63.69297,364,196,1998-09-12 09:00:00,11.05774,364,346,1998-04-24 09:00:00,0.79070,364,205
1998-10-01,1999-04-11 09:00:00,93.35330,364,192,1999-04-11 09:00:00,41.21778,364,192,1999-04-11 09:00:00,0.82989,364,192
1999-10-01,2000-01-14 09:00:00,118.63392,365,105,2000-01-14 09:00:00,36.20545,365,105,2000-01-14 09:00:00,0.82353,365,105
2000-10-01,2001-02-02 09:00:00,277.38153,364,124,2001-02-02 09:00:00,64.11242,364,124,2001-02-02 09:00:00,0.82645,364,124
2001-10-01,2002-06-03 09:00:00,53.22451,364,245,2002-05-05 09:00:00,16.38927,364,216,2002-06-03 09:00:00,0.80126,364,245
2002-10-01,2003-02-24 09:00:00,85.44491,364,146,2003-04-29 09:00:00,34.84890,364,210,2003-06-27 09:00:00,0.82166,364,269
2003-10-01,2004-03-06 09:00:00,147.83151,365,157,2004-03-06 09:00:00,30.38607,365,157,2004-03-06 09:00:00,0.83357,365,157
2004-10-01,2005-06-30 09:00:00,240.46480,364,272,2005-06-30 09:00:00,91.95978,364,272,2005-06-30 09:00:00,0.84725,364,272
2005-10-01,2006-01-19 09:00:00,153.02510,364,110,2006-01-20 09:00:00,65.21954,364,111,2006-01-20 09:00:00,0.84216,364,111
2006-10-01,2007-08-21 09:00:00,64.09866,364,324,2007-08-22 09:00:00,8.31609,364,325,2007-08-22 09:00:00,0.76328,364,325
2007-10-01,2008-01-04 09:00:00,127.95951,365,95,2008-01-05 09:00:00,47.22897,365,96,2008-01-04 09:00:00,0.83622,365,95
2008-10-01,2009-05-22 09:00:00,196.95372,364,233,2009-05-22 09:00:00,90.17871,364,233,2009-05-22 09:00:00,0.84606,364,233
2009-10-01,2010-06-03 09:00:00,119.91907,364,245,2010-06-03 09:00:00,25.78800,364,245,2010-06-03 09:00:00,0.83083,364,245
2010-10-01,2010-10-04 09:00:00,147.24597,364,3,2010-10-04 09:00:00,45.84335,364,3,2010-10-04 09:00:00,0.83527,364,3
2011-10-01,2012-01-26 09:00:00,117.02890,365,117,2012-01-26 09:00:00,40.61283,365,117,2012-01-26 09:00:00,0.83474,365,117
2012-10-01,2013-01-28 09:00:00,201.81967,364,119,2013-01-29 09:00:00,63.91043,364,120,2013-01-29 09:00:00,0.83689,364,120
2013-10-01,2014-03-28 09:00:00,139.92410,364,178,2014-08-28 09:00:00,28.21593,364,331,2014-08-28 09:00:00,0.82831,364,331
2014-10-01,2015-05-02 09:00:00,148.27713,364,213,2015-05-02 09:00:00,42.02948,364,213,2015-05-02 09:00:00,0.84216,364,213
2015-10-01,2016-06-05 09:00:00,262.84882,365,248,2016-06-05 09:00:00,73.43576,365,248,2016-06-05 09:00:00,0.97976,365,248
2016-10-01,2017-03-31 09:00:00,245.27205,364,181,2017-03-31 09:00:00,80.17416,364,181,2017-03-31 09:00:00,0.99505,364,181
2017-10-01,2018-02-24 09:00:00,70.97710,364,146,2018-03-07 09:00:00,13.54453,364,157,2018-03-24 09:00:00,0.92645,364,174
2018-10-01,2019-06-26 09:00:00,73.87794,364,268,2018-10-16 09:00:00,21.80379,364,15,2019-06-26 09:00:00,0.92946,364,268
2019-10-01,2020-02-07 09:00:00,167.45654,365,129,2020-02-09 09:00:00,47.88317,365,131,2020-02-07 09:00:00,0.98667,365,129
2020-10-01,2020-12-13 09:00:00,131.79810,364,73,2020-12-15 09:00:00,47.36777,364,75,2021-03-22 09:00:00,0.98256,364,172
2021-10-01,2022-02-28 09:00:00,435.66528,303,150,2022-02-28 09:00:00,155.24263,303,150,2022-02-28 09:00:00,0.99682,303,150
