# --------------------------------------------------
# nrow : 111
# ncol : 12
# comment : AMS of AWRA cookies
# time_generated : 2026-07-03 10:51:08
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/scripts/awra/AWR041_ams_cookies.py
# work_dir : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts
# python_environment posix
# python_version : 3.12.9 | packaged by Anaconda, Inc. | (main, Feb  6 2025, 18:56:27) [GCC 11.2.0]
# pandas_version : 3.0.3
# numpy_version : 2.5.0
# python_inc : /home/ler015/miniconda3/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/.venv/lib/python3.12/site-packages
# --------------------------------------------------
WATER_YEAR_START,203005_PRECIPITATION_TIMEPEAK,203005_PRECIPITATION_PEAK,203005_PRECIPITATION_NVALID,203005_PRECIPITATION_DAYOFYEAR,203005_QTOT_TIMEPEAK,203005_QTOT_PEAK,203005_QTOT_NVALID,203005_QTOT_DAYOFYEAR,203005_SMPFULL_TIMEPEAK,203005_SMPFULL_PEAK,203005_SMPFULL_NVALID,203005_SMPFULL_DAYOFYEAR
1921-10-01,1921-12-28 09:00:00,150.05066,364,88,1921-12-28 09:00:00,32.53531,364,88,1921-12-28 09:00:00,0.82321,364,88
1922-10-01,1923-06-05 09:00:00,39.85059,364,247,1923-04-28 09:00:00,6.51682,364,209,1923-04-28 09:00:00,0.68231,364,209
1923-10-01,1924-01-07 09:00:00,71.53563,365,98,1924-06-14 09:00:00,11.89192,365,257,1924-07-09 09:00:00,0.74686,365,282
1924-10-01,1925-03-11 09:00:00,77.80959,364,161,1925-03-12 09:00:00,32.40846,364,162,1925-03-11 09:00:00,0.78648,364,161
1925-10-01,1926-06-24 09:00:00,36.29621,364,266,1926-05-18 09:00:00,2.01418,364,229,1926-07-08 09:00:00,0.55085,364,280
1926-10-01,1927-01-23 09:00:00,59.68846,364,114,1927-01-27 09:00:00,27.54655,364,118,1927-01-27 09:00:00,0.78701,364,118
1927-10-01,1928-02-17 09:00:00,121.52985,365,139,1928-02-20 09:00:00,54.57912,365,142,1928-02-17 09:00:00,0.81898,365,139
1928-10-01,1929-03-01 09:00:00,139.20270,364,151,1929-03-02 09:00:00,30.42047,364,152,1929-04-04 09:00:00,0.80551,364,185
1929-10-01,1930-05-10 09:00:00,110.63213,364,221,1930-05-10 09:00:00,25.88628,364,221,1930-06-01 09:00:00,0.80647,364,243
1930-10-01,1931-02-06 09:00:00,144.41776,364,128,1931-02-07 09:00:00,37.31395,364,129,1931-02-06 09:00:00,0.82133,364,128
1931-10-01,1931-12-09 09:00:00,38.77930,365,69,1931-12-09 09:00:00,6.07822,365,69,1931-12-09 09:00:00,0.70947,365,69
1932-10-01,1933-04-05 09:00:00,71.16868,364,186,1933-04-06 09:00:00,9.19036,364,187,1933-04-06 09:00:00,0.70122,364,187
1933-10-01,1934-01-04 09:00:00,75.80214,364,95,1934-01-04 09:00:00,19.91611,364,95,1934-01-04 09:00:00,0.76512,364,95
1934-10-01,1935-07-09 09:00:00,33.47718,364,281,1935-07-10 09:00:00,1.99194,364,282,1935-03-13 09:00:00,0.59756,364,163
1935-10-01,1936-03-03 09:00:00,59.31953,365,154,1936-03-03 09:00:00,6.63278,365,154,1936-03-24 09:00:00,0.67940,365,175
1936-10-01,1937-03-17 09:00:00,103.72208,364,167,1937-03-17 09:00:00,39.48957,364,167,1937-03-17 09:00:00,0.81465,364,167
1937-10-01,1938-01-20 09:00:00,106.62472,364,111,1938-01-20 09:00:00,25.98928,364,111,1938-01-20 09:00:00,0.78704,364,111
1938-10-01,1939-03-05 09:00:00,70.24448,364,155,1939-03-16 09:00:00,23.42985,364,166,1939-03-15 09:00:00,0.79197,364,165
1939-10-01,1940-03-19 09:00:00,81.18356,365,170,1940-03-19 09:00:00,15.63964,365,170,1940-03-19 09:00:00,0.75716,365,170
1940-10-01,1940-12-11 09:00:00,41.44970,364,71,1941-02-12 09:00:00,9.36709,364,134,1941-02-12 09:00:00,0.70193,364,134
1941-10-01,1942-02-10 09:00:00,115.16574,364,132,1942-02-10 09:00:00,29.15001,364,132,1942-02-10 09:00:00,0.81681,364,132
1942-10-01,1942-10-11 09:00:00,60.43611,364,10,1942-12-31 09:00:00,15.08542,364,91,1943-01-05 09:00:00,0.74446,364,96
1943-10-01,1943-12-30 09:00:00,80.21874,365,90,1943-12-31 09:00:00,29.26307,365,91,1943-12-31 09:00:00,0.79588,365,91
1944-10-01,1945-06-11 09:00:00,140.94246,364,253,1945-06-12 09:00:00,51.56718,364,254,1945-06-11 09:00:00,0.81649,364,253
1945-10-01,1946-03-25 09:00:00,84.88599,364,175,1946-03-25 09:00:00,28.31589,364,175,1946-03-25 09:00:00,0.79627,364,175
1946-10-01,1947-01-24 09:00:00,157.90289,364,115,1947-01-26 09:00:00,39.88308,364,117,1947-01-25 09:00:00,0.81430,364,116
1947-10-01,1948-06-15 09:00:00,116.66640,365,258,1948-06-16 09:00:00,49.25840,365,259,1948-06-16 09:00:00,0.81719,365,259
1948-10-01,1949-02-13 09:00:00,54.19549,364,135,1949-03-28 09:00:00,15.55043,364,178,1949-03-28 09:00:00,0.75958,364,178
1949-10-01,1950-06-23 09:00:00,131.79526,364,265,1950-06-24 09:00:00,44.63159,364,266,1950-06-23 09:00:00,0.81635,364,265
1950-10-01,1951-01-26 09:00:00,105.41412,364,117,1951-01-27 09:00:00,39.59011,364,118,1951-01-26 09:00:00,0.79859,364,117
1951-10-01,1952-03-22 09:00:00,68.20976,365,173,1952-06-15 09:00:00,11.09852,365,258,1952-06-14 09:00:00,0.71311,365,257
1952-10-01,1953-03-24 09:00:00,92.50289,364,174,1953-03-24 09:00:00,25.23681,364,174,1953-03-24 09:00:00,0.80132,364,174
1953-10-01,1954-02-21 09:00:00,228.46152,364,143,1954-02-21 09:00:00,84.67262,364,143,1954-02-21 09:00:00,0.83444,364,143
1954-10-01,1955-03-28 09:00:00,162.43803,364,178,1955-03-28 09:00:00,36.88438,364,178,1955-04-30 09:00:00,0.80234,364,211
1955-10-01,1956-02-18 09:00:00,132.03378,365,140,1956-02-19 09:00:00,31.90860,365,141,1956-02-18 09:00:00,0.81324,365,140
1956-10-01,1956-12-22 09:00:00,100.88674,364,82,1956-12-22 09:00:00,4.44515,364,82,1957-03-11 09:00:00,0.59439,364,161
1957-10-01,1958-06-11 09:00:00,77.61713,364,253,1958-06-11 09:00:00,18.91706,364,253,1958-06-11 09:00:00,0.75673,364,253
1958-10-01,1959-02-18 09:00:00,112.32295,364,140,1959-02-18 09:00:00,38.97253,364,140,1959-02-18 09:00:00,0.81535,364,140
1959-10-01,1959-11-13 09:00:00,55.79626,365,43,1959-11-14 09:00:00,19.34973,365,44,1959-11-14 09:00:00,0.76238,365,44
1960-10-01,1961-02-19 09:00:00,114.11651,364,141,1961-02-19 09:00:00,7.82144,364,141,1961-02-19 09:00:00,0.70028,364,141
1961-10-01,1962-07-11 09:00:00,133.20241,364,283,1962-07-11 09:00:00,31.52070,364,283,1962-07-11 09:00:00,0.80650,364,283
1962-10-01,1962-12-25 09:00:00,42.67570,364,85,1963-05-08 09:00:00,36.71515,364,219,1963-05-08 09:00:00,0.81833,364,219
1963-10-01,,,365,-1,1964-03-08 09:00:00,14.69847,365,159,1964-03-08 09:00:00,0.75841,365,159
1964-10-01,1965-07-20 09:00:00,194.47540,364,292,1965-07-21 09:00:00,42.76528,364,293,1965-07-21 09:00:00,0.81218,364,293
1965-10-01,1966-06-11 09:00:00,78.02013,364,253,1965-12-16 09:00:00,6.31550,364,76,1965-12-15 09:00:00,0.73254,364,75
1966-10-01,1967-06-12 09:00:00,134.03017,364,254,1967-06-13 09:00:00,47.58870,364,255,1967-06-12 09:00:00,0.81510,364,254
1967-10-01,1968-01-13 09:00:00,63.08782,365,104,1968-01-13 09:00:00,10.14898,365,104,1968-01-13 09:00:00,0.73991,365,104
1968-10-01,1969-05-15 09:00:00,63.53629,364,226,1969-05-15 09:00:00,2.20274,364,226,1969-05-29 09:00:00,0.67638,364,240
1969-10-01,1969-12-24 09:00:00,47.88503,364,84,1970-02-27 09:00:00,5.88364,364,149,1970-02-27 09:00:00,0.68652,364,149
1970-10-01,1971-02-18 09:00:00,93.39766,364,140,1971-02-19 09:00:00,24.32234,364,141,1971-02-18 09:00:00,0.80626,364,140
1971-10-01,1972-04-03 09:00:00,62.88267,365,185,1972-02-13 09:00:00,20.29720,365,135,1972-02-13 09:00:00,0.77013,365,135
1972-10-01,1973-07-07 09:00:00,74.67528,364,279,1972-10-29 09:00:00,24.31573,364,28,1972-10-29 09:00:00,0.79478,364,28
1973-10-01,1974-03-10 09:00:00,93.33175,364,160,1974-03-13 09:00:00,37.27478,364,163,1974-01-27 09:00:00,0.80506,364,118
1974-10-01,1975-02-25 09:00:00,97.01960,364,147,1975-03-03 09:00:00,33.97011,364,153,1975-03-03 09:00:00,0.80286,364,153
1975-10-01,1976-02-11 09:00:00,200.74469,365,133,1976-02-11 09:00:00,44.31293,365,133,1976-02-11 09:00:00,0.82901,365,133
1976-10-01,1977-02-22 09:00:00,56.20094,364,144,1977-03-12 09:00:00,3.60442,364,162,1977-03-12 09:00:00,0.66846,364,162
1977-10-01,1978-03-18 09:00:00,114.52391,364,168,1978-03-22 09:00:00,32.23571,364,172,1978-03-19 09:00:00,0.80761,364,169
1978-10-01,1979-06-21 09:00:00,86.38602,364,263,1979-01-24 09:00:00,12.52602,364,115,1979-01-24 09:00:00,0.73796,364,115
1979-10-01,1980-05-09 09:00:00,155.55983,365,221,1980-05-10 09:00:00,39.59915,365,222,1980-05-09 09:00:00,0.81786,365,221
1980-10-01,1981-02-15 09:00:00,82.44786,364,137,1981-02-15 09:00:00,20.84344,364,137,1981-02-15 09:00:00,0.80167,364,137
1981-10-01,1982-01-21 09:00:00,52.75085,364,112,1982-01-21 09:00:00,12.48265,364,112,1982-01-21 09:00:00,0.72493,364,112
1982-10-01,1983-06-23 09:00:00,79.04976,364,265,1983-06-23 09:00:00,29.74542,364,265,1983-06-23 09:00:00,0.80336,364,265
1983-10-01,1984-04-09 09:00:00,142.95677,365,191,1984-04-09 09:00:00,28.32759,365,191,1984-04-09 09:00:00,0.78467,365,191
1984-10-01,1984-11-01 09:00:00,59.58773,364,31,1985-06-04 09:00:00,5.20389,364,246,1985-06-04 09:00:00,0.68744,364,246
1985-10-01,1985-10-27 09:00:00,54.31186,364,26,1985-10-27 09:00:00,1.14529,364,26,1986-05-12 09:00:00,0.44220,364,223
1986-10-01,1987-03-05 09:00:00,100.82684,364,155,1987-03-06 09:00:00,16.45386,364,156,1987-03-06 09:00:00,0.75976,364,156
1987-10-01,1988-04-04 09:00:00,108.41647,365,186,1988-04-06 09:00:00,49.65079,365,188,1988-04-04 09:00:00,0.81057,365,186
1988-10-01,1989-04-02 09:00:00,207.93777,364,183,1989-04-02 09:00:00,53.97290,364,183,1989-04-02 09:00:00,0.81971,364,183
1989-10-01,1990-02-03 09:00:00,123.63583,364,125,1990-02-03 09:00:00,33.41426,364,125,1990-02-03 09:00:00,0.80288,364,125
1990-10-01,1991-02-08 09:00:00,165.21846,364,130,1991-02-08 09:00:00,35.64645,364,130,1991-02-08 09:00:00,0.81279,364,130
1991-10-01,1991-12-13 09:00:00,89.77969,365,73,1992-01-10 09:00:00,11.10528,365,101,1991-12-13 09:00:00,0.77628,365,73
1992-10-01,1992-11-18 09:00:00,42.12601,364,48,1993-03-19 09:00:00,3.01871,364,169,1993-03-20 09:00:00,0.62069,364,170
1993-10-01,1994-03-01 09:00:00,62.25902,364,151,1994-03-30 09:00:00,8.50399,364,180,1994-03-30 09:00:00,0.74759,364,180
1994-10-01,1994-12-03 09:00:00,43.55202,364,63,1995-02-16 09:00:00,13.78332,364,138,1995-02-16 09:00:00,0.73864,364,138
1995-10-01,1996-05-03 09:00:00,77.97726,365,215,1996-05-07 09:00:00,38.19721,365,219,1996-05-07 09:00:00,0.79756,365,219
1996-10-01,1997-02-15 09:00:00,92.34509,364,137,1997-02-17 09:00:00,16.32747,364,139,1997-02-17 09:00:00,0.75628,364,139
1997-10-01,1997-12-24 09:00:00,48.28311,364,84,1998-02-11 09:00:00,3.18701,364,133,1998-02-11 09:00:00,0.59534,364,133
1998-10-01,1999-03-03 09:00:00,48.40898,364,153,1999-03-04 09:00:00,17.61616,364,154,1999-03-04 09:00:00,0.77391,364,154
1999-10-01,1999-11-09 09:00:00,52.87442,365,39,1999-11-09 09:00:00,11.02237,365,39,1999-11-09 09:00:00,0.72374,365,39
2000-10-01,2001-02-02 09:00:00,161.66501,364,124,2001-02-03 09:00:00,39.91624,364,125,2001-02-02 09:00:00,0.81794,364,124
2001-10-01,2002-08-22 09:00:00,35.51408,364,325,2001-11-28 09:00:00,0.79654,364,58,2001-11-28 09:00:00,0.57006,364,58
2002-10-01,2003-06-27 09:00:00,48.58460,364,269,2003-06-27 09:00:00,6.16920,364,269,2003-03-24 09:00:00,0.69620,364,174
2003-10-01,2004-03-06 09:00:00,114.10535,365,157,2004-03-06 09:00:00,22.28375,365,157,2004-03-06 09:00:00,0.80831,365,157
2004-10-01,2005-06-30 09:00:00,105.12593,364,272,2005-07-01 09:00:00,7.71434,364,273,2005-07-01 09:00:00,0.70686,364,273
2005-10-01,2006-01-09 09:00:00,54.48946,364,100,2006-03-06 09:00:00,11.52820,364,156,2006-01-09 09:00:00,0.74836,364,100
2006-10-01,2006-12-04 09:00:00,36.47926,364,64,2007-08-22 09:00:00,1.26215,364,325,2007-09-07 09:00:00,0.51810,364,341
2007-10-01,2008-01-05 09:00:00,177.33246,365,96,2008-01-05 09:00:00,64.74265,365,96,2008-01-05 09:00:00,0.82949,365,96
2008-10-01,2009-05-21 09:00:00,102.22455,364,232,2009-05-24 09:00:00,24.74710,364,235,2009-05-24 09:00:00,0.77293,364,235
2009-10-01,2010-02-07 09:00:00,72.74751,364,129,2010-03-03 09:00:00,11.78414,364,153,2010-03-03 09:00:00,0.73487,364,153
2010-10-01,2010-12-28 09:00:00,79.16399,364,88,2011-01-11 09:00:00,33.76468,364,102,2010-12-28 09:00:00,0.80450,364,88
2011-10-01,2012-01-25 09:00:00,103.38741,365,116,2012-01-26 09:00:00,21.09589,365,117,2012-01-25 09:00:00,0.75867,365,116
2012-10-01,2013-01-28 09:00:00,175.25296,364,119,2013-01-29 09:00:00,36.21154,364,120,2013-01-28 09:00:00,0.82345,364,119
2013-10-01,2014-03-28 09:00:00,132.39146,364,178,2014-03-28 09:00:00,12.86435,364,178,2014-03-28 09:00:00,0.79717,364,178
2014-10-01,2015-05-02 09:00:00,112.35085,364,213,2015-05-02 09:00:00,22.04706,364,213,2015-05-02 09:00:00,0.79088,364,213
2015-10-01,2016-06-05 09:00:00,88.63142,365,248,2016-08-25 09:00:00,12.02180,365,329,2016-06-20 09:00:00,0.90418,365,263
2016-10-01,2017-03-31 09:00:00,239.95700,364,181,2017-03-31 09:00:00,75.36143,364,181,2017-03-31 09:00:00,0.98721,364,181
2017-10-01,2018-02-24 09:00:00,64.67865,364,146,2018-03-07 09:00:00,14.16898,364,157,2018-03-07 09:00:00,0.89809,364,157
2018-10-01,2019-03-16 09:00:00,40.00560,364,166,2018-10-16 09:00:00,1.61087,364,15,2018-10-19 09:00:00,0.59384,364,18
2019-10-01,2020-02-14 09:00:00,75.15206,365,136,2020-02-14 09:00:00,34.63638,365,136,2020-02-14 09:00:00,0.95163,365,136
2020-10-01,2020-12-13 09:00:00,97.41571,364,73,2021-03-24 09:00:00,32.90472,364,174,2021-03-23 09:00:00,0.94813,364,173
2021-10-01,2022-02-28 09:00:00,168.23682,303,150,2022-02-28 09:00:00,71.37009,303,150,2022-02-28 09:00:00,0.97830,303,150
