# --------------------------------------------------
# nrow : 111
# ncol : 12
# comment : AMS of AWRA cookies
# time_generated : 2026-07-03 10:51:12
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/scripts/awra/AWR041_ams_cookies.py
# work_dir : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts
# python_environment posix
# python_version : 3.12.9 | packaged by Anaconda, Inc. | (main, Feb  6 2025, 18:56:27) [GCC 11.2.0]
# pandas_version : 3.0.3
# numpy_version : 2.5.0
# python_inc : /home/ler015/miniconda3/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/8_DataProcessingScripts/nrivdatascripts/.venv/lib/python3.12/site-packages
# --------------------------------------------------
WATER_YEAR_START,203024_PRECIPITATION_TIMEPEAK,203024_PRECIPITATION_PEAK,203024_PRECIPITATION_NVALID,203024_PRECIPITATION_DAYOFYEAR,203024_QTOT_TIMEPEAK,203024_QTOT_PEAK,203024_QTOT_NVALID,203024_QTOT_DAYOFYEAR,203024_SMPFULL_TIMEPEAK,203024_SMPFULL_PEAK,203024_SMPFULL_NVALID,203024_SMPFULL_DAYOFYEAR
1911-10-01,1912-06-25 09:00:00,78.84787,365,268,1912-06-25 09:00:00,19.96207,365,268,1912-06-25 09:00:00,0.78961,365,268
1912-10-01,1913-06-22 09:00:00,107.44202,364,264,1913-04-11 09:00:00,25.45761,364,192,1913-06-22 09:00:00,0.81901,364,264
1913-10-01,1914-05-09 09:00:00,70.06474,364,220,1914-07-22 09:00:00,25.16640,364,294,1914-07-22 09:00:00,0.80554,364,294
1914-10-01,1914-10-17 09:00:00,55.93726,364,16,1914-10-17 09:00:00,9.62989,364,16,1914-10-17 09:00:00,0.74424,364,16
1915-10-01,1916-02-27 09:00:00,100.00492,365,149,1916-04-10 09:00:00,41.40833,365,192,1916-04-08 09:00:00,0.81180,365,190
1916-10-01,1917-02-04 09:00:00,89.79293,364,126,1917-02-05 09:00:00,22.04654,364,127,1917-02-04 09:00:00,0.78807,364,126
1917-10-01,1917-11-09 09:00:00,194.22781,364,39,1917-11-09 09:00:00,55.25508,364,39,1917-11-09 09:00:00,0.83974,364,39
1918-10-01,1919-05-29 09:00:00,174.47885,364,240,1919-05-30 09:00:00,55.16758,364,241,1919-05-29 09:00:00,0.83968,364,240
1919-10-01,1920-01-07 09:00:00,73.05955,365,98,1920-01-22 09:00:00,19.02043,365,113,1920-01-21 09:00:00,0.79272,365,112
1920-10-01,1921-07-23 09:00:00,211.84122,364,295,1921-05-16 09:00:00,73.72249,364,227,1921-07-23 09:00:00,0.84194,364,295
1921-10-01,1921-12-28 09:00:00,143.30238,364,88,1922-02-21 09:00:00,22.91113,364,143,1922-02-21 09:00:00,0.79631,364,143
1922-10-01,1923-04-28 09:00:00,92.33899,364,209,1923-04-28 09:00:00,33.50408,364,209,1923-04-28 09:00:00,0.81936,364,209
1923-10-01,1924-06-13 09:00:00,155.83368,365,256,1924-06-13 09:00:00,42.36795,365,256,1924-06-13 09:00:00,0.83461,365,256
1924-10-01,1925-03-05 09:00:00,76.50284,364,155,1925-03-12 09:00:00,51.12132,364,162,1925-03-12 09:00:00,0.81362,364,162
1925-10-01,1926-03-16 09:00:00,80.56992,364,166,1925-11-10 09:00:00,19.57821,364,40,1926-06-24 09:00:00,0.79905,364,266
1926-10-01,1927-01-24 09:00:00,102.37232,364,115,1927-01-24 09:00:00,45.13375,364,115,1927-01-24 09:00:00,0.82530,364,115
1927-10-01,1927-11-29 09:00:00,131.69785,365,59,1927-12-01 09:00:00,41.04995,365,61,1927-11-29 09:00:00,0.83162,365,59
1928-10-01,1929-03-01 09:00:00,181.78542,364,151,1929-03-02 09:00:00,50.84479,364,152,1929-06-30 09:00:00,0.83889,364,272
1929-10-01,1930-04-15 09:00:00,110.20518,364,196,1930-04-15 09:00:00,28.77002,364,196,1930-04-15 09:00:00,0.82464,364,196
1930-10-01,1931-02-06 09:00:00,262.76886,364,128,1931-02-06 09:00:00,86.34251,364,128,1931-02-06 09:00:00,0.84492,364,128
1931-10-01,1931-12-01 09:00:00,63.71677,365,61,1931-12-09 09:00:00,20.42362,365,69,1931-12-09 09:00:00,0.79547,365,69
